None;0.5;93.81443298969072
[10, 8, 10, 4];-0.5;0.0
[8, 6, 9, 6];-0.5;0.0
[10, 7, 11, 8];-0.5;0
[12, 5, 8, 4];-0.5;0
[8, 6, 11, 5];-0.5;0
[10, 6, 10, 7];-0.5;0
[12, 8, 8, 8];-0.5;0
[8, 5, 8, 7];-0.5;0
[10, 6, 9, 7];-0.5;0
[8, 8, 10, 7];-0.5;0
[9, 8, 11, 8];-0.5;0
[8, 5, 10, 5];-0.5;0
[9, 8, 9, 6];-0.5;0
[12, 7, 8, 7];-0.5;0
[9, 8, 9, 6];-0.5;0
[10, 6, 12, 5];-0.5;0
[8, 4, 12, 6];-0.5;0
[10, 6, 12, 6];-0.5;0
[9, 6, 8, 8];-0.5;0
[8, 4, 8, 6];-0.5;0
[9, 5, 8, 5];-0.5;0
[12, 4, 11, 7];-0.5;0
[8, 7, 8, 8];-0.5;0
[12, 4, 9, 7];-0.5;0
[10, 6, 8, 5];-0.5;0
[12, 5, 10, 5];-0.5;0
[12, 8, 9, 6];-0.5;0
[8, 6, 8, 6];-0.5;0
[9, 6, 11, 8];-0.5;0
[9, 6, 11, 6];-0.5;0
[11, 8, 8, 8];-0.5;0
[8, 5, 11, 6];-0.5;0
[11, 5, 10, 7];-0.5;0
[10, 5, 9, 4];-0.5;0
[12, 5, 11, 7];-0.5;0
[9, 7, 8, 7];-0.5;0
[9, 5, 9, 4];-0.5;0
[8, 7, 11, 4];-0.5;0
[9, 4, 10, 4];-0.5;0
[9, 4, 10, 6];-0.5;0
[12, 5, 12, 5];-0.5;0
[11, 5, 8, 6];-0.5;0
[11, 4, 11, 6];-0.5;0
[9, 7, 12, 8];-0.5;0
[10, 6, 10, 4];-0.5;0
[12, 4, 9, 6];-0.5;0
[12, 8, 11, 8];-0.5;0
[11, 8, 8, 5];-0.5;0
[10, 5, 8, 5];-0.5;0
[12, 7, 11, 6];-0.5;0
[12, 6, 10, 6];-0.5;0
[8, 8, 8, 5];-0.5;0
[12, 8, 9, 6];-0.5;0
[8, 8, 11, 8];-0.5;0
[9, 7, 10, 6];-0.5;0
[12, 5, 10, 6];-0.5;0
[8, 7, 10, 6];-0.5;0
[8, 8, 12, 8];-0.5;0
[8, 5, 9, 5];-0.5;0
[11, 8, 11, 8];-0.5;0
[11, 5, 12, 5];-0.5;0
[8, 8, 8, 8];-0.5;0
[8, 6, 8, 8];-0.5;0
[11, 7, 9, 5];-0.5;0
[9, 8, 12, 5];-0.5;0
[11, 6, 9, 5];-0.5;0
[12, 7, 9, 6];-0.5;0
[12, 8, 10, 8];-0.5;0
[11, 4, 9, 6];-0.5;0
[8, 5, 8, 5];-0.5;0
[9, 5, 11, 5];-0.5;0
[11, 6, 12, 7];-0.5;0
[10, 4, 10, 5];-0.5;0
[8, 4, 12, 8];-0.5;0
[12, 8, 11, 5];-0.5;0
[11, 4, 9, 6];-0.5;0
[8, 5, 11, 6];-0.5;0
[12, 8, 8, 6];-0.5;0
[12, 4, 8, 8];-0.5;0
[11, 7, 8, 4];-0.5;0
[11, 4, 12, 8];-0.5;0
[12, 4, 10, 5];-0.5;0
[8, 7, 9, 7];-0.5;0
[12, 6, 9, 7];-0.5;0
[12, 8, 10, 4];-0.5;0
[8, 7, 8, 6];-0.5;0
[9, 8, 12, 4];-0.5;0
[8, 5, 8, 5];-0.5;0
[8, 7, 9, 8];-0.5;0
[10, 8, 8, 8];-0.5;0
[11, 8, 9, 7];-0.5;0
[9, 4, 12, 4];-0.5;0
[11, 8, 8, 6];-0.5;0
[10, 7, 10, 6];-0.5;0
[12, 7, 12, 7];-0.5;0
[10, 8, 12, 5];-0.5;0
[10, 5, 8, 8];-0.5;0
[12, 4, 9, 8];-0.5;0
[11, 8, 11, 5];-0.5;0
[11, 8, 10, 5];-0.5;0
[9, 4, 12, 6];-0.5;0
[10, 4, 9, 8];-0.5;0
[11, 5, 8, 4];-0.5;0
[12, 5, 9, 4];-0.5;0
[9, 4, 11, 8];-0.5;0
[10, 4, 9, 7];-0.5;0
