Cora dataset

Trial no. 0
,Task 1,Task 2,Task 3
Task 1,95.02,0.0,0.0
Task 2,73.3,91.79,0.0
Task 3,83.71,88.55,0.0

	Average accuracy = 57.42
	Average forgetting = -7.28
Trial no. 1
,Task 1,Task 2,Task 3
Task 1,95.93,0.0,0.0
Task 2,80.09,31.1,0.0
Task 3,71.95,91.79,0.0

	Average accuracy = 54.58
	Average forgetting = 18.35
Trial no. 2
,Task 1,Task 2,Task 3
Task 1,95.02,0.0,0.0
Task 2,75.11,90.71,0.0
Task 3,84.62,85.75,0.0

	Average accuracy = 56.79
	Average forgetting = -7.68
Trial no. 3
,Task 1,Task 2,Task 3
Task 1,95.48,0.0,0.0
Task 2,80.54,88.12,0.0
Task 3,82.35,83.59,0.0

	Average accuracy = 55.31
	Average forgetting = -8.83
Trial no. 4
,Task 1,Task 2,Task 3
Task 1,95.93,0.0,0.0
Task 2,65.61,31.1,0.0
Task 3,75.11,88.34,0.0

	Average accuracy = 54.48
	Average forgetting = 18.21
