None;0.5;93.81443298969072
[11, 8, 12, 8];-0.5;85.43854100780096
[9, 4, 9, 8];-0.5;85.13598524887306
[10, 7, 11, 8];-0.5;82.94965258239445
[9, 6, 10, 5];-0.5;82.41061151997981
[10, 6, 10, 5];-0.5;84.21490372105126
[8, 6, 9, 8];0.5;94.11976911976912
[8, 7, 9, 6];0.5;94.51659451659451
[12, 8, 12, 5];0.5;92.78499278499278
[10, 8, 12, 4];0.5;93.83116883116884
[11, 8, 10, 4];0.5;95.92352092352093
None;0.5;93.81443298969072
[9, 4, 10, 7];-0.5;79.69063054125401
[9, 6, 8, 7];-0.5;84.90631808278867
[12, 5, 11, 6];-0.5;81.96287821001779
[10, 6, 8, 6];-0.5;75.13912763965172
[8, 5, 11, 4];0.5;85.70763674631078
[10, 5, 12, 4];0.5;84.81240981240981
[10, 7, 12, 7];0.5;94.37229437229438
[10, 6, 9, 7];0.5;90.83694083694083
[11, 6, 9, 4];0.5;94.11976911976912
[8, 4, 11, 5];0.5;88.34776334776335
None;0.5;91.75257731958763
[10, 5, 9, 7];-0.5;77.09827000701793
[9, 4, 11, 5];-0.5;77.93093226619239
[11, 5, 9, 6];0.5;83.29092759523117
[11, 4, 11, 4];-0.5;77.68187268430165
[12, 4, 10, 5];0.5;85.34203202289603
[10, 5, 9, 7];0.5;90.72871572871573
[8, 5, 9, 4];0.5;90.5844155844156
[10, 6, 8, 8];0.5;95.3102453102453
[12, 4, 8, 5];0.5;93.86724386724387
[11, 8, 8, 8];0.5;94.11976911976912
None;0.5;92.78350515463917
[11, 5, 11, 8];-0.5;83.17473731199661
[9, 7, 8, 6];-0.4497188436266555;87.52940238969124
[12, 8, 12, 8];-0.5;84.68529292058703
[9, 5, 11, 8];-0.5;86.25136330947244
[8, 4, 12, 6];0.5;91.58131192020996
[8, 7, 8, 5];0.5;90.5844155844156
[9, 6, 9, 4];0.5;92.92929292929293
[11, 6, 9, 5];0.5;91.88311688311688
[12, 4, 9, 6];0.5;90.18759018759019
[8, 8, 12, 4];0.5;93.57864357864358
None;0.5;93.81443298969072
[10, 8, 9, 7];-0.5;74.91772968746653
[9, 7, 11, 6];-0.5;69.68031988729359
[10, 4, 10, 6];0.5;86.57338457842903
[12, 5, 8, 5];0.5;82.02562332997117
[8, 6, 9, 8];0.5;88.31293349653203
[11, 4, 10, 4];0.5;91.88311688311688
[10, 7, 10, 8];0.5;91.88311688311688
[12, 7, 8, 5];0.5;94.37229437229438
[10, 5, 9, 4];0.5;92.27994227994228
[8, 7, 9, 4];0.5;89.14141414141415
